片名,年代,产地,类别,豆瓣评分,迅雷下载链接
薄荷,2018,美国,剧情/动作/惊悚,6.2,ftp://ygdy8:ygdy8@yg90.dydytt.net:8421/阳光电影www.ygdy8.com.薄荷杀手.BD.720p.中英双字幕.mkv
L Storm,2018,中国香港,剧情/动作/犯罪,5.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:8358/阳光电影www.ygdy8.com.反贪风暴3.BD.720p.国粤双语中字.mkv
On Happiness Road,2017,中国台湾,动画,7.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:7358/阳光电影www.ygdy8.com.幸福路上.BD.720p.国语中字.mkv
巴斯特·斯克鲁格斯的歌谣 ,2018,美国,西部/剧情,8.0,ftp://ygdy8:ygdy8@yg90.dydytt.net:8420/阳光电影www.ygdy8.com.巴斯特·斯克鲁格斯的歌谣.BD.720p.中英双字幕.mkv
我的间谍前男友,2018,美国,喜剧/动作,6.9,ftp://ygdy8:ygdy8@yg45.dydytt.net:8355/阳光电影www.ygdy8.com.我的间谍前男友.BD.720p.国英双语双字.mkv
乔纳森,2018,美国,剧情/科幻,0,ftp://ygdy8:ygdy8@yg90.dydytt.net:8419/阳光电影www.ygdy8.com.乔纳森.BD.720p.中英双字幕.mkv
"Zhang Yimou's ""Shadow"" ",2018,中国,纪录片,7.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:4101/阳光电影www.ygdy8.com.张艺谋和他的影.HD.1080p.国语中字.mp4
阿尔法：狼伴归途,2018,美国,剧情/冒险,6.5,ftp://ygdy8:ygdy8@yg90.dydytt.net:8418/阳光电影www.ygdy8.com.阿尔法：狼伴归途.BD.720p.国英双语双字.mkv
海军陆战队员6：近距离击杀,2018,美国,动作/犯罪,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:4100/阳光电影www.ygdy8.com.海军陆战队员6：近距离击杀.BD.720p.中英双字幕.mkv
公主大对换,2018,美国,喜剧/爱情/家庭,0,ftp://ygdy8:ygdy8@yg90.dydytt.net:8417/阳光电影www.ygdy8.com.公主大对换.BD.720p.中英双字幕.mkv
碟中谍6：全面瓦解,2018,美国,动作/惊悚/冒险,8.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:3153/阳光电影www.ygdy8.com.碟中谍6：全面瓦解.BD.720p.国英双语双字.mkv
小小陌生人,2018,爱尔兰/英国/法国,悬疑/惊悚,6.0,ftp://ygdy8:ygdy8@yg90.dydytt.net:8416/阳光电影www.ygdy8.com.小小陌生人.BD.720p.中英双字幕.mkv
铁血战士,2018,美国/加拿大,动作/科幻/惊悚/冒险,5.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:8353/阳光电影www.ygdy8.com.铁血战士.HD.720p.韩版中字.mkv
暗数杀人,2018,韩国,剧情/犯罪/悬疑,6.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:6144/阳光电影www.ygdy8.com.暗数杀人.BD.720p.韩语中字.mkv
犬舍真人版,2018,日本,动作/科幻,6.6,ftp://ygdy8:ygdy8@yg90.dydytt.net:8415/阳光电影www.ygdy8.com.犬舍真人版.BD.720p.日语中字.mkv
巨齿鲨,2018,美国/中国/中国香港,动作/科幻/惊悚,5.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:8351/阳光电影www.ygdy8.com.巨齿鲨.BD.720p.国英双语双字.mkv
低压槽：欲望之城,2018,中国/中国香港,剧情/动作/悬疑/犯罪,4.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:8350/阳光电影www.ygdy8.com.低压槽：欲望之城.BD.720p.国粤双语中字.mkv
第十二个人,2017,挪威,剧情/历史/战争,7.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:7349/阳光电影www.ygdy8.com.第十二个人.BD.720p.中字.mkv
错误教育,2018,美国,剧情/同性,7.1,ftp://ygdy8:ygdy8@yg90.dydytt.net:8414/阳光电影www.ygdy8.com.错误教育.BD.720p.中英双字幕.mkv
法外之王,2018,英国,剧情/动作/传记,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8349/阳光电影www.ygdy8.com.法外之王.BD.720p.中英双字幕.mkv
名侦探柯南：零的执行人,2018,日本,动画/悬疑,6.2,ftp://ygdy8:ygdy8@yg72.dydytt.net:8299/阳光电影www.ygdy8.com.名侦探柯南：零的执行人.BD.720p.国日双语中字.mkv
Drug Dealer,2018,中国,剧情/喜剧,9.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7348/阳光电影www.ygdy8.com.我不是药神.HD.1080p.国语中英双字.mp4
摘金奇缘,2018,美国,喜剧/爱情,6.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:8348/阳光电影www.ygdy8.com.摘金奇缘.BD.720p.中英双字幕.mkv
7月22日,2018,挪威/冰岛/美国,剧情/历史/犯罪,7.6,ftp://ygdy8:ygdy8@yg72.dydytt.net:8298/阳光电影www.ygdy8.com.7月22日.BD.720p.中英双字幕.mkv
Europe Raiders,2018,中国/英国,喜剧/动作/爱情,3.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:8347/阳光电影www.ygdy8.com.欧洲攻略.BD.720p.国粤双语中字.mkv
碟中谍6：全面瓦解,2018,美国,动作/惊悚/冒险,8.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:3152/阳光电影www.ygdy8.com.碟中谍6：全面瓦解.HD.720p.中英双字幕.mkv
飓风行动,2018,英国/波兰,剧情/战争,6.3,ftp://ygdy8:ygdy8@yg72.dydytt.net:8296/阳光电影www.ygdy8.com.飓风行动.BD.720p.中英双字幕.mkv
你给的仇恨,2018,美国,剧情/犯罪,8.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:3151/阳光电影www.ygdy8.com.你给的仇恨.HD.720p.中英双字幕.mkv
超人总动员2,2018,美国,喜剧/动作/动画/冒险,8.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8344/阳光电影www.ygdy8.com.超人总动员2.BD.720p.英国粤三语双字.mkv
朝花夕誓,2018,日本,动画/奇幻,7.7,ftp://ygdy8:ygdy8@yg90.dydytt.net:8413/阳光电影www.ygdy8.com.朝花夕誓.BD.720p.日语中字.mkv
巨齿鲨,2018,美国/中国/中国香港,动作/科幻/惊悚,5.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:4099/阳光电影www.ygdy8.com.巨齿鲨.HD.720p.国英双语双字.mkv
精灵旅社3：疯狂假期,2018,美国,喜剧/动画/奇幻,6.9,ftp://ygdy8:ygdy8@yg90.dydytt.net:8412/阳光电影www.ygdy8.com.精灵旅社3：疯狂假期.BD.720p.英国粤三语双字.mkv
与神同行：罪与罚,2017,韩国,剧情/奇幻,7.7,ftp://ygdy8:ygdy8@yg90.dydytt.net:8411/阳光电影www.ygdy8.com.与神同行：罪与罚.BD.720p.韩粤双语中字.mkv
与神同行2：因与缘,2018,韩国,动作/奇幻,7.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:8342/阳光电影www.ygdy8.com.与神同行2：因与缘.BD.720p.韩语中英双字.mkv
修女,2018,美国,悬疑/惊悚/恐怖,6.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:7342/阳光电影www.ygdy8.com.修女.HD.720p.韩版中英双字幕.mkv
Hello Mr. Billionaire,2018,中国,喜剧,6.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:8340/阳光电影www.ygdy8.com.西虹市首富.HD.1080p.国语中英双字.mp4
巴比龙,2018,美国,剧情/传记/犯罪,7.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7340/阳光电影www.ygdy8.com.巴比龙.BD.720p.中英双字幕.mkv
伸冤人2,2018,美国,动作/惊悚/犯罪,7.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:3150/阳光电影www.ygdy8.com.伸冤人2.BD.720p.中英双字幕.mkv
牵线 ,2018,美国,喜剧 / 爱情,6.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:6138/阳光电影www.ygdy8.com.牵线.BD.720p.中英双字幕.mkv
三角草的春天,2018,日本,剧情/惊悚,5.8,ftp://ygdy8:ygdy8@yg72.dydytt.net:8295/阳光电影www.ygdy8.com.三角草的春天.BD.720p.日语中字.mkv
幼儿怨,2016,中国香港,惊悚/恐怖,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:6137/阳光电影www.ygdy8.com.幼儿怨.BD.720p.粤语中字.mkv
克里斯托弗·罗宾,2018,美国,喜剧/动画/冒险,8.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:8338/阳光电影www.ygdy8.com.克里斯托弗·罗宾.BD.720p.中英双字幕.mkv
Air Strike,2018,中国,动作/历史/战争,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:4098/阳光电影www.ygdy8.com.大轰炸.HD.720p.中英双字幕.mkv
冷战,2018,波兰/法国/英国,剧情/爱情,8.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:8337/阳光电影www.ygdy8.com.冷战.BD.720p.中英双字幕.mkv
阿尔法：狼伴归途,2018,美国,剧情/冒险,6.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:8336/阳光电影www.ygdy8.com.阿尔法：狼伴归途.BD.720p.中英双字幕.mkv
冒牌上尉,2017,德国/波兰/葡萄牙/法国,剧情/历史/战争,8.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:7336/阳光电影www.ygdy8.com.冒牌上尉.BD.720p.中英双字幕.mkv
L Storm,2018,香港,剧情/动作/犯罪,5.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:3148/阳光电影www.ygdy8.com.反贪风暴3.HD.1080p.国语中字.mp4
超人总动员2,2018,美国,喜剧/动作/动画/冒险,8.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:4097/阳光电影www.ygdy8.com.超人总动员2.HD.720p.中英双字幕.mkv
22英里,2018,美国,动作/犯罪/冒险,6.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:3147/阳光电影www.ygdy8.com.22英里.BD.720p.中英双字幕.mkv
私人生活,2018,美国,剧情,7.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:7333/阳光电影www.ygdy8.com.私人生活.BD.720p.中英双字幕.mkv
Golden Job,2018,中国,动作/犯罪,5.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:4096/阳光电影www.ygdy8.com.黄金兄弟.HD.1080p.国粤双语中字.mkv
快乐王子,2018,英国/比利时/意大利/德国,剧情/传记,7.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:8330/阳光电影www.ygdy8.com.快乐王子.BD.720p.中英双字幕.mkv
镰仓物语,2017,日本,剧情/奇幻,6.9,ftp://ygdy8:ygdy8@yg45.dydytt.net:8329/阳光电影www.ygdy8.com.镰仓物语.BD.720p.国日双语中字.mkv
加尔维斯顿,2018,美国,动作 / 惊悚 / 犯罪,6.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:7328/阳光电影www.ygdy8.com.加尔维斯顿.BD.720p.中英双字幕.mkv
协商,2018,韩国,动作/惊悚/犯罪/悬疑,7.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:3146/阳光电影www.ygdy8.com.协商.BD.720p.韩语中字.mkv
Detective Dee: The Four Heavenly Kings,2018,中国/中国香港,动作/悬疑/古装,6.5,ftp://ygdy8:ygdy8@yg72.dydytt.net:8294/阳光电影www.ygdy8.com.狄仁杰之四大天王.BD.720p.国语中字.mkv
人狼,2018,韩国,动作/爱情/科幻,5.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:8327/阳光电影www.ygdy8.com.人狼.BD.720p.韩语中英双字.mkv
真爱百分百 ,2018,法国,喜剧 / 爱情,8.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:7327/阳光电影www.ygdy8.com.真爱百分百.BD.720p.法语中英双字.mkv
黑夜降临 ,2018,印度尼西亚,动作,0,ftp://ygdy8:ygdy8@yg90.dydytt.net:8408/阳光电影www.ygdy8.com.黑夜降临.BD.720p.中英双字幕.mkv
此刻只有你共我,2018,美国,科幻,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:4095/阳光电影www.ygdy8.com.此刻只有你共我.BD.720p.中英双字幕.mkv
Legend of the Ancient Sword,2018,中国,动作/奇幻/古装,4.7,ftp://ygdy8:ygdy8@yg72.dydytt.net:8292/阳光电影www.ygdy8.com.古剑奇谭之流月昭明.HD.1080p.国语中英双字.mkv
我的间谍前男友,2018,美国,喜剧/动作,6.9,ftp://ygdy8:ygdy8@yg45.dydytt.net:8325/阳光电影www.ygdy8.com.老娘也要当间谍.BD.720p.中英双字幕.mkv
高速路上一只猫,2017,意大利,喜剧,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7325/阳光电影www.ygdy8.com.高速路上一只猫.HD.720p.意大利语中字.mkv
地狱铁匠,2018,西班牙/法国,奇幻/恐怖,6.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:3145/阳光电影www.ygdy8.com.地狱铁匠.BD.720p.中英双字幕.mkv
抱歉打扰,2018,美国,喜剧/奇幻,7.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:6134/阳光电影www.ygdy8.com.抱歉打扰.BD.720p.中英双字幕.mkv
敬畏,2017,法国/意大利/缅甸,喜剧/传记/爱情,6.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:7324/阳光电影www.ygdy8.com.敬畏.BD.720p.中英双字幕.mkv
孪生陌生人,2018,英国,纪录片,7.9,ftp://ygdy8:ygdy8@yg45.dydytt.net:6133/阳光电影www.ygdy8.com.孪生陌生人.BD.720p.中英双字幕.mkv
最终行动,2018,美国,剧情/传记/历史,6.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:8323/阳光电影www.ygdy8.com.最终行动.BD.720p.中英双字幕.mkv
蚁人2：黄蜂女现身,2018,美国,动作/科幻/冒险,7.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:4094/阳光电影www.ygdy8.com.蚁人2：黄蜂女现身.BD.720p.国英双语双字.mkv
The Road Not Taken,2018,中国,剧情/犯罪,6.9,ftp://ygdy8:ygdy8@yg45.dydytt.net:6131/阳光电影www.ygdy8.com.未择之路.HD.1080p.国语中英双字.mp4
解除好友2：暗网,2018,美国,犯罪/恐怖,7.9,ftp://ygdy8:ygdy8@yg72.dydytt.net:8289/阳光电影www.ygdy8.com.解除好友2：暗网.BD.720p.中英双字幕.mkv
The Legend of Zu ,2018,中国,动作/爱情/武侠,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8321/阳光电影www.ygdy8.com.蜀山降魔传.BD.720p.国粤双语中字.mkv
过境,2018,德国/法国,剧情,7.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:7321/阳光电影www.ygdy8.com.过境.BD.720p.德语双字.mkv
妈妈咪呀2,2018,英国/美国,喜剧/爱情/歌舞,7.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:3144/阳光电影www.ygdy8.com.妈妈咪呀2：再次出发.BD.720p.中英双字幕.mkv
使徒,2018,美国,悬疑/惊悚/恐怖,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8320/阳光电影www.ygdy8.com.使徒.BD.720p.中英双字幕.mkv
镜中人,2018,美国,惊悚,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7320/阳光电影www.ygdy8.com.镜中人.BD.720p.中英双字幕.mkv
卧底,2018,菲律宾,动作/惊悚,0,ftp://ygdy8:ygdy8@yg90.dydytt.net:8405/阳光电影www.ygdy8.com.卧底.BD.720p.中英双字幕.mkv
莫莉,2017,荷兰 Netherlands,动作/科幻,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8319/阳光电影www.ygdy8.com.莫莉.BD.720p.中英双字幕.mkv
世界之间,2018,美国,惊悚,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8318/阳光电影www.ygdy8.com.世界之间.BD.720p.中英双字幕.mkv
康斯坦丁：恶魔之城 电影版,2018,美国,动画/奇幻,7.9,ftp://ygdy8:ygdy8@yg45.dydytt.net:7318/阳光电影www.ygdy8.com.康斯坦丁：恶魔之城电影版.BD.720p.中英双字幕.mkv
等待指示,2018,英国,科幻/悬疑/恐怖,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:3143/阳光电影www.ygdy8.com.等待指示.BD.720p.中英双字幕.mkv
阿尔忒弥斯酒店,2018,美国/英国,动作/犯罪/惊悚,5.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:8316/阳光电影www.ygdy8.com.阿尔忒弥斯酒店.BD.720p.中英双字幕.mkv
恶灵之家,2018,美国,恐怖,4.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7316/阳光电影www.ygdy8.com.恶灵之家.BD.720p.中英双字幕.mkv
笑傲昙天,2018,日本,剧情,4.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:6129/阳光电影www.ygdy8.com.笑傲昙天.BD.720p.日语中字.mkv
Ash is Purest White ,2018,中国/法国/日本,剧情/爱情/犯罪,7.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:8314/阳光电影www.ygdy8.com.江湖儿女.HD.720p.国语中字.mkv
Buyer Beware,2018,中国香港,惊悚/恐怖,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7314/阳光电影www.ygdy8.com.吉屋.BD.720p.国粤双语中字.mkv
巨齿鲨,2018,美国/中国/中国香港,动作/科幻/惊悚,5.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:8312/阳光电影www.ygdy8.com.巨齿鲨.HD.720p.国英双语双字.mkv
大师兄,2018,中国/中国香港,喜剧/动作,5.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:7312/阳光电影www.ygdy8.com.大师兄.HD.720p.国语中字.mkv
黑暗心灵,2018,美国,科幻/惊悚,5.5,ftp://ygdy8:ygdy8@yg90.dydytt.net:8403/阳光电影www.ygdy8.com.黑暗心灵.BD.720p.中英双字幕.mkv
中英街1号,2017,中国香港,剧情/历史,6.6,ftp://ygdy8:ygdy8@yg72.dydytt.net:8287/阳光电影www.ygdy8.com.中英街1号.BD.720p.粤语中字.mkv
摩天营救,2018,美国,动作/惊悚/冒险,6.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:8310/阳光电影www.ygdy8.com.摩天营救.BD.720p.国英双语双字.mkv
新大头儿子和小头爸爸3,2018,中国,喜剧/动画/冒险/家庭,4.9,ftp://ygdy8:ygdy8@yg45.dydytt.net:7310/阳光电影www.ygdy8.com.新大头儿子和小头爸爸3.HD.1080p.国语中字.mp4
蚁人2：黄蜂女现身,2018,美国,动作/科幻/冒险,7.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:3142/阳光电影www.ygdy8.com.蚁人2：黄蜂女现身.HD.720p.中英双字幕.mkv
八年级,2018,美国,喜剧,7.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:6126/阳光电影www.ygdy8.com.八年级.BD.720p.中英双字幕.mkv
Go Brother!,2018,中国,喜剧/奇幻,7.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7308/阳光电影www.ygdy8.com.快把我哥带走.HD.720p.国语中英双字.mkv
,2018,中国,剧情/奇幻/古装/动作,5.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:6125/阳光电影www.ygdy8.com.武动乾坤精华版.HD.720p.国语中字.mkv
不留痕迹,2018,美国,剧情,8.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:8308/阳光电影www.ygdy8.com.不留痕迹.BD.720p.中英双字幕.mkv
摩天营救,2018,美国,动作/惊悚/冒险,6.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:8307/阳光电影www.ygdy8.com.摩天营救.BD.720p.中英双字幕.mkv
小意大利,2018,美国,喜剧/爱情,6.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8306/阳光电影www.ygdy8.com.小意大利.BD.720p.中英双字幕.mkv
持有黑暗,2018,美国,惊悚,0,ftp://ygdy8:ygdy8@yg90.dydytt.net:8401/阳光电影www.ygdy8.com.持有黑暗.BD.720p.中英双字幕.mkv
终点的婚礼,2018,美国,剧情/喜剧/爱情,5.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:8305/阳光电影www.ygdy8.com.终点的婚礼.BD.720p.中英双字幕.mkv
扭曲,2018,加拿大,惊悚,4.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:7304/阳光电影www.ygdy8.com.扭曲.BD.720p.中英双字幕.mkv
Animal World,2018,中国,剧情/动作/冒险,7.3,ftp://ygdy8:ygdy8@yg90.dydytt.net:8400/阳光电影www.ygdy8.com.动物世界.HD.1080p.国语中英双字.mp4
Ice Cream Lover,2018,中国,喜剧/爱情,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8303/阳光电影www.ygdy8.com.冷恋时代.HD.720p.国语中英双字.mkv
雾中的女孩,2017,意大利/德国/法国,犯罪/惊悚,6.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:8302/阳光电影www.ygdy8.com.雾中的女孩.BD.720p.中英双字幕.mkv
一起入魔,2016,英国,惊悚,4.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:8300/阳光电影www.ygdy8.com.一起入魔.BD.720p.中英双字幕.mkv
Home Under The Sea,2018,中国,喜剧/动画/冒险,0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8285/阳光电影www.ygdy8.com.深海历险记.HD.720p.国语中字.mkv
迟来的愤怒,2016,西班牙,剧情/惊悚,6.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:7299/阳光电影www.ygdy8.com.迟来的愤怒.BD.720p.中英双字幕.mkv
死神真人版,2018,日本,动作/奇幻/冒险,5.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8298/阳光电影www.ygdy8.com.死神真人版.BD.720p.中英双字幕.mkv
儿童法案,2017,英国,剧情,7.5,ftp://ygdy8:ygdy8@yg72.dydytt.net:8284/阳光电影www.ygdy8.com.儿童法案.BD.720p.中英双字幕.mkv
The Island,2018,中国,剧情/喜剧,7.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:4093/阳光电影www.ygdy8.com.一出好戏.HD.1080p.国语中英双字.mp4
汪星卧底,2018,美国,喜剧/冒险,5.9,ftp://ygdy8:ygdy8@yg45.dydytt.net:8297/阳光电影www.ygdy8.com.汪星卧底.HD.720p.国英双语中字.mkv
幸福的拉扎罗,2018,意大利/瑞士/法国/德国,剧情/奇幻,8.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:7297/阳光电影www.ygdy8.com.幸福的拉扎罗.BD.720p.意大利语中字.mkv
精灵旅社3：疯狂假期,2018,美国,喜剧/动画/奇幻,6.9,ftp://ygdy8:ygdy8@yg45.dydytt.net:3141/阳光电影www.ygdy8.com.精灵旅社3：疯狂假期.HD.720p.韩版中英双字.mkv
橘子酱男孩,2018,日本,爱情,5.0,ftp://ygdy8:ygdy8@yg90.dydytt.net:8397/阳光电影www.ygdy8.com.橘子酱男孩.BD.720p.日语中字.mkv
德鲁大叔,2018,美国,喜剧/运动,7.1,ftp://ygdy8:ygdy8@yg72.dydytt.net:8283/阳光电影www.ygdy8.com.德鲁大叔.BD.720p.中英双字幕.mkv
The Blizzard,2018,中国,剧情/犯罪/悬疑,5.2,ftp://ygdy8:ygdy8@yg90.dydytt.net:8396/阳光电影www.ygdy8.com.道高一丈.HD.720p.国语中英双字.mkv
人类清除计划4,2018,美国,科幻/犯罪/惊悚,5.5,ftp://ygdy8:ygdy8@yg72.dydytt.net:8282/阳光电影www.ygdy8.com.人类清除计划4.BD.720p.中英双字幕.mkv
特工,2018,韩国,剧情/惊悚,7.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:3139/阳光电影www.ygdy8.com.特工.BD.720p.韩语中字.mkv
与神同行2：因与缘,2018,韩国,动作/奇幻,7.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:4092/阳光电影www.ygdy8.com.与神同行2：因与缘.BD.720p.韩语中字.mkv
魔女,2018,韩国,动作/悬疑,5.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:3138/阳光电影www.ygdy8.com.魔女.BD.720p.韩语中字.mkv
Detective Chinatown Vol 2,2018,中国,喜剧/动作/犯罪/悬疑,6.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:8294/阳光电影www.ygdy8.com.唐人街探案2.BD.720p.国语中字.mkv
心甘情愿,2018,印度,动作/犯罪/惊悚,7.1,ftp://ygdy8:ygdy8@yg90.dydytt.net:8394/阳光电影www.ygdy8.com.心甘情愿.BD.720p.中英双字幕.mkv
巨齿鲨,2018,美国/中国/中国香港,动作/科幻/惊悚,5.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:3137/阳光电影www.ygdy8.com.巨齿鲨.HD.720p.韩版中字.mkv
目击者,2018,韩国,悬疑/惊悚,5.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:7293/阳光电影www.ygdy8.com.目击者.BD.720p.韩语中字.mkv
讨债人,2018,美国,动作/犯罪,6.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:8293/阳光电影www.ygdy8.com.讨债人.BD.720p.中英双字幕.mkv
The Wind Guardians,2018,中国,动画/奇幻,7.0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8280/阳光电影www.ygdy8.com.风语咒.HD.720p.国语无字.mkv
游侠索罗：星球大战外传,2018,美国,动作/科幻/冒险,7.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8291/阳光电影www.ygdy8.com.游侠索罗：星球大战外传.BD.720p.国英双语双字.mkv
奇迹赛季,2018,美国,剧情/运动,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7291/阳光电影www.ygdy8.com.奇迹赛季.BD.720p.中英双字幕.mkv
曼蒂,2018,美国,动作/惊悚,6.4,ftp://ygdy8:ygdy8@yg45.dydytt.net:3136/阳光电影www.ygdy8.com.曼蒂.BD.720p.中英双字幕.mkv
碟中谍6：全面瓦解,2018,美国,动作/惊悚/冒险,8.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:4091/阳光电影www.ygdy8.com.碟中谍6：全面瓦解.HD.720p.韩版中英双字幕.mkv
Europe Raiders,2018,中国/英国,喜剧/动作/爱情,3.7,ftp://ygdy8:ygdy8@yg72.dydytt.net:8277/阳光电影www.ygdy8.com.欧洲攻略.HD.1080p.国语中字.mp4
银行家的抵抗,2018,荷兰,剧情/战争,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8289/阳光电影www.ygdy8.com.银行家的抵抗.BD.720p.中英双字幕.mkv
没有好英雄,2018,美国,喜剧/科幻/恐怖,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:3135/阳光电影www.ygdy8.com.没有好英雄.BD.720p.中英双字幕.mkv
边境杀手2：边境战士,2018,美国/意大利,剧情/动作/犯罪,6.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:4089/阳光电影www.ygdy8.com.边境杀手2：边境战士.BD.720p.中英双字幕.mkv
倾城十月,2018,印度,剧情/爱情,6.2,ftp://ygdy8:ygdy8@yg72.dydytt.net:8275/阳光电影www.ygdy8.com.倾城十月.BD.720p.中英双字幕.mkv
雪耻女孩,2017,日本,喜剧/动作/爱情,5.2,ftp://ygdy8:ygdy8@yg90.dydytt.net:8389/阳光电影www.ygdy8.com.雪耻女孩.BD.720p.日语中字.mkv
Demon Catcher,2018,中国,喜剧/惊悚,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8288/阳光电影www.ygdy8.com.道师爷.HD.1080p.国语中字.mp4
斗墓占花魁,2018,中国,动作/爱情/奇幻/古装,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7288/阳光电影www.ygdy8.com.斗墓占花魁.HD.1080p.国语中字.mp4
游侠索罗：星球大战外传,2018,美国,动作/科幻/冒险,7.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:3134/阳光电影www.ygdy8.com.游侠索罗：星球大战外传.BD.720p.中英双字幕.mkv
